"date","dow","death","pm10tmean","pm25tmean","o3tmean","so2tmean","no2tmean","cotmean","tmpd","dptp","rhum"
1995-04-30,"Sunday",113,-29.03243299,NA,3.3475081965,-1.771106521,-12.08616753,-304.8301706,44.5,36.875,78.75
1995-05-01,"Monday",122,-23.45120418,NA,0.1334270802,-1.954545332,-7.118336392,-277.5355367,45.5,37.25,69
1995-05-02,"Tuesday",101,-20.47165417,NA,-0.223214885,-2.022625396,-3.708576401,-195.5644104,50.5,31.75,50.125
1995-05-03,"Wednesday",99,-1.560741852,NA,-3.66310523,0.2181622039,10.158657447,275.44666191,49.5,32.125,42.375
1995-05-04,"Thursday",109,-0.883530775,NA,-6.651522078,-0.716626091,16.220444906,32.403565608,52.5,45.875,79.125
1995-05-05,"Friday",136,12.249381921,NA,-1.114359355,-1.854600922,7.0582442642,-73.70635495,55,40.625,61.125
1995-05-06,"Saturday",91,6.7925658855,NA,-0.280266482,0.5970232786,9.3271889928,89.809444914,56,37.625,43.375
1995-05-07,"Sunday",116,7.7663790883,NA,14.977924136,1.5697502795,-0.140665751,-109.7364968,62.5,46.75,49.375
1995-05-08,"Monday",107,5.202146107,NA,2.8539806609,-1.206320042,-6.759626453,-172.5152545,57.5,42.75,58
1995-05-09,"Tuesday",118,9.3596565825,NA,-0.354379358,-0.75827247,2.8901720932,112.49815225,61.5,54.625,92.75
1995-05-10,"Wednesday",114,-4.231997946,NA,-11.77596123,-3.016576344,2.3743570842,139.84626098,51,49,92.625
1995-05-11,"Thursday",105,-9.288622049,NA,-3.917706261,-1.753963273,4.1737480277,-60.60333619,59.5,47.625,65.25
1995-05-12,"Friday",129,-1.330465803,NA,2.7088739571,1.2799905711,5.1413009776,-58.17109577,60,48.75,54.875
1995-05-13,"Saturday",115,-3.789838189,NA,1.0196094869,-1.614083137,-6.36879598,-223.5114358,62,62.625,93.375
1995-05-14,"Sunday",114,-15.24750698,NA,7.0550005715,-0.891896018,-15.95186182,-400.312963,62.5,51.375,66.875
1995-05-15,"Monday",125,-4.920405525,NA,-1.12632608,1.2923922277,10.360162042,34.60242608,61.5,44.125,42.75
1995-05-16,"Tuesday",119,11.23247497,NA,1.3020999468,-0.920610431,6.8584279538,-200.6170912,68.5,65.875,87.5
1995-05-17,"Wednesday",106,-21.29443832,NA,-0.690755141,-2.414587218,-8.102659865,-336.4811903,58.5,37.625,55.25
1995-05-18,"Thursday",110,-22.7735067,NA,-2.651902798,-2.505493961,-4.572719024,-211.8579524,52.5,37.25,58.625
1995-05-19,"Friday",117,0.2390136615,NA,-1.454378382,-0.649819432,7.0559861047,-156.2634126,60.5,41.75,41.75
1995-05-20,"Saturday",115,3.2565851443,NA,4.4376488196,-0.342649229,-9.388280596,-463.9768049,66,40.75,41.5
1995-05-21,"Sunday",94,-5.187265454,NA,4.799083008,-2.169642706,-5.251376754,-331.4290874,60.5,40.625,50
1995-05-22,"Monday",115,30.730471641,NA,3.4785300494,0.4150240832,10.028305112,97.70854479,62,46,40.125
1995-05-23,"Tuesday",95,1.7039880912,NA,-1.412024095,-1.397073714,4.6357516514,-256.2872722,59.5,53.875,93.125
1995-05-24,"Wednesday",109,-25.82157034,NA,0.266386056,-2.724127969,-10.79911507,-259.4257596,51.5,46.375,90.125
1995-05-25,"Thursday",111,-21.27054599,NA,-4.12767797,-3.096703572,-10.47561798,-218.800629,55,46,73
1995-05-26,"Friday",118,-14.82249546,NA,1.1690711441,-2.075801642,-4.003198438,-214.5798804,55,43.625,63.125
1995-05-27,"Saturday",136,-4.833352995,NA,-0.795213063,-2.017865567,-8.179337954,-271.5121421,60.5,57.5,85.875
1995-05-28,"Sunday",99,-15.42809325,NA,4.9986203873,-2.525210434,-16.20992418,-468.8627997,65.5,55.375,80.25
1995-05-29,"Monday",99,-19.95103671,NA,1.5176831594,-2.520494435,-10.01154281,-374.8256972,61,46.5,58.125
1995-05-30,"Tuesday",129,9.0842696629,NA,-0.660500218,1.3664906964,10.319764402,116.27670155,67.5,48.125,45.625
1995-05-31,"Wednesday",108,44.48225957,NA,6.6986024482,6.2267141034,19.330167949,484.96969733,69.5,51.625,47.25
1995-06-01,"Thursday",109,28.986973007,NA,8.3815112686,4.5786390784,16.218115825,267.83415406,71.5,55.25,58.875
1995-06-02,"Friday",127,29.158025212,NA,-6.738157523,0.5666441668,20.263572428,374.69558203,67.5,60.875,90.5
1995-06-03,"Saturday",95,5.1766361333,NA,12.574148069,-0.338907805,5.0829756575,-111.0614978,67,57.25,70.875
1995-06-04,"Sunday",117,-2.340194944,NA,11.613631705,0.6805787376,-5.701306545,-281.8255805,67,53.75,59
1995-06-05,"Monday",128,10.208524681,NA,12.433994608,2.5741971383,1.3580535343,10.817702459,67.5,56.875,60.625
1995-06-06,"Tuesday",118,36.222452257,NA,7.0134072183,0.6020615077,11.919157615,-8.507757391,74,64.625,75.875
1995-06-07,"Wednesday",131,0.1644583302,NA,10.638361452,-0.417573386,-3.312101236,-280.3213976,71.5,59,78.875
1995-06-08,"Thursday",98,-16.61936504,NA,-1.904932337,-3.344030508,-13.68460367,-320.7422362,53.5,45,78.625
1995-06-09,"Friday",104,4.4206128134,NA,-5.427616985,-2.042290302,-4.472721789,-108.5510158,59,51.75,81.125
1995-06-10,"Saturday",103,-1.491521797,NA,2.3188110119,-2.092535739,-6.534417374,-156.8608842,67.5,51,48.875
1995-06-11,"Sunday",114,-19.01599154,NA,-1.055395466,-3.109347489,-8.526779993,-259.1023354,59,44.875,57.25
1995-06-12,"Monday",106,-12.56695114,NA,-1.096205188,-3.079446468,-3.769438406,1.0791007947,61,41.125,48.375
1995-06-13,"Tuesday",117,21.4437748,NA,-5.383210124,2.9048613024,16.791186637,297.75743879,67.5,45.75,39.875
1995-06-14,"Wednesday",123,26.373027229,NA,12.130892775,1.3555346418,21.012493561,367.74833278,74,52,45.125
1995-06-15,"Thursday",102,42.985868465,NA,20.523096029,4.6944075053,15.805691247,350.86835131,72,53.25,43.25
1995-06-16,"Friday",136,51.990791897,NA,20.124837394,1.7592770475,11.70428904,121.03440122,76.5,54.875,39.125
1995-06-17,"Saturday",93,41.004906841,NA,22.482628972,3.7058713171,9.3068325823,164.79957242,77.5,61.625,51.75
1995-06-18,"Sunday",130,21.007428699,NA,27.046185564,1.515223726,3.8824070852,59.598785173,82,63.375,51.625
1995-06-19,"Monday",120,24.516918853,NA,23.13127587,0.2203231304,13.947186619,106.54661641,82.5,65.25,54.5
1995-06-20,"Tuesday",116,23.401721865,NA,24.500005174,-1.046917116,-1.938889533,-169.0248494,85,63.75,52.625
1995-06-21,"Wednesday",121,16.585680985,NA,14.944338236,0.7784639667,-2.334581909,-151.6156263,78,61.75,59.125
1995-06-22,"Thursday",118,29.673833455,NA,25.380394268,3.6884209988,4.7913980023,171.62465262,80,62.5,57.375
1995-06-23,"Friday",113,28.811253359,NA,41.949244887,2.409780375,3.1478832314,95.69292633,79.5,55.75,47.375
1995-06-24,"Saturday",113,39.30916761,NA,43.566011334,4.3585157644,7.0702601321,154.91893185,77.5,62.375,59.375
1995-06-25,"Sunday",114,19.709944751,NA,25.770763494,1.1539098812,-2.143874922,92.858918225,75.5,63.75,63.375
1995-06-26,"Monday",103,11.920550274,NA,14.782858731,-1.367250351,-4.348954472,-127.0887169,75.5,62.625,65.25
1995-06-27,"Tuesday",107,4.3282160204,NA,3.5720952695,-1.422576118,4.6597972122,133.76980121,72.5,67.375,87.125
1995-06-28,"Wednesday",118,18.348715303,NA,1.727800434,-1.043415748,5.7872729083,86.814804897,74,65.25,71.375
1995-06-29,"Thursday",114,6.7808027691,NA,4.989722238,1.7898808021,6.8997993452,-30.01975633,77,65.25,63.625
1995-06-30,"Friday",111,9.6807478533,NA,7.1339751402,-2.121098733,-3.072139644,-135.8432265,71.5,51.125,49.625
1995-07-01,"Saturday",109,-18.30976557,NA,5.2356695588,-2.698865405,-11.94375235,-310.3610443,65.5,47.75,55.25
1995-07-02,"Sunday",103,-6.82551829,NA,2.5763310395,-0.264888208,-1.826946009,-17.77366592,63.5,49.375,47.875
1995-07-03,"Monday",112,15.160412141,NA,21.402515467,-1.076245526,-5.392439116,-187.3965245,71,57.5,51
1995-07-04,"Tuesday",102,6.6769410668,NA,6.9870766192,-1.951809931,-10.76868068,-261.8381908,75.5,69.5,68.125
1995-07-05,"Wednesday",119,22.210752124,NA,7.6151463609,-2.625504237,-8.550713896,-176.3113224,75,63.875,59
1995-07-06,"Thursday",102,-8.800799814,NA,9.8868019812,-1.665717421,-10.69885217,-220.3209097,72,54,51.25
1995-07-07,"Friday",107,5.684760264,NA,4.3180427541,-1.04361369,-4.612850432,-75.20409463,70.5,55.625,63.375
1995-07-08,"Saturday",112,3.0258588055,NA,4.897923003,2.96423387,3.6609630888,159.98959718,70.5,54.25,51.125
1995-07-09,"Sunday",97,0.7325659784,NA,18.365633573,-0.740416471,-0.261297012,-98.88272803,73,60.875,73.25
1995-07-10,"Monday",122,16.211505331,NA,3.7293645608,2.0896100373,11.012949125,254.71380179,73.5,63,55.125
1995-07-11,"Tuesday",119,19.716615482,NA,16.877775149,1.1965291868,9.3832572478,105.97387966,79,64.625,58.5
1995-07-12,"Wednesday",116,41.248516475,NA,22.298891848,0.9516670376,1.4158682608,63.007809182,84.5,73.125,57
1995-07-13,"Thursday",121,56.363682139,NA,34.755760766,3.2292179747,0.552583792,58.083472701,92,76.375,57.25
1995-07-14,"Friday",226,20.927462026,NA,28.086174762,2.7905931077,-1.925136317,-48.07834035,91.5,75.625,58.375
1995-07-15,"Saturday",411,14.798103252,NA,27.705634558,1.3194381931,-6.86105656,-193.6851067,86,69,69
1995-07-16,"Sunday",287,-8.333333333,NA,20.211675207,-0.891362089,-11.97250434,-304.0675352,83,67.75,62.25
1995-07-17,"Monday",228,-3.232732433,NA,5.4126772526,-1.902760668,-7.585857112,-214.2920186,78.5,55.25,46.625
1995-07-18,"Tuesday",159,3.8036253776,NA,2.4297644393,-1.93717143,-3.690826534,-190.7959845,74,54.75,47.75
1995-07-19,"Wednesday",142,8.8313253012,NA,1.8612418664,0.5803912575,6.8999607436,43.531454817,75.5,57.875,45.375
1995-07-20,"Thursday",123,6.391122844,NA,-5.104074024,-1.04476133,9.7354140591,112.38402142,73.5,67.625,86.125
1995-07-21,"Friday",102,-2.339029672,NA,3.1027907795,-0.16221925,2.2453337936,182.22557111,74,56,49.25
1995-07-22,"Saturday",94,2.6345423014,NA,-0.098407382,-0.817666497,11.665622333,123.96726588,76,68.5,74.25
1995-07-23,"Sunday",109,-13.38823061,NA,7.751760233,-1.216104414,-3.558860434,-97.9858178,76,67,72.25
1995-07-24,"Monday",107,7.5685552126,NA,5.317434531,-2.278163378,7.693280459,228.83382545,79,68.25,73.375
1995-07-25,"Tuesday",112,7.0564157456,NA,0.8104642768,0.9127994685,12.981245777,173.74596233,81.5,64.5,57
1995-07-26,"Wednesday",103,-2.088702751,NA,13.204034303,-1.569810103,2.7027666187,-27.00509734,77,68,76
1995-07-27,"Thursday",120,1.7048856583,NA,18.506581973,-1.67303016,-3.323115515,-143.4723856,80.5,67.375,67.875
1995-07-28,"Friday",97,-6.207711009,NA,9.318042702,-2.327237265,2.4071449852,-52.19486566,80.5,63.125,58
1995-07-29,"Saturday",115,4.3524755936,NA,6.1205715995,-0.540556569,4.8689074168,56.766955882,82.5,69,60.375
1995-07-30,"Sunday",100,7.3398125723,NA,14.450241444,-0.361529337,7.3779108895,73.544518775,83.5,72.125,63.375
1995-07-31,"Monday",124,45.766056611,NA,16.554637324,-0.158125395,6.2539726683,-47.80852137,84.5,68.25,54.625
1995-08-01,"Tuesday",97,-10.7076462,NA,6.2981655475,-1.910912324,-5.185387151,-139.7763929,75,65.375,77.5
1995-08-02,"Wednesday",85,-8.217212188,NA,0.1606268415,-3.03282119,-0.045817444,114.60345587,74,71.375,89.75
1995-08-03,"Thursday",102,-2.260954391,NA,-15.27744075,-3.267515236,10.265204198,203.25551685,75,72.25,87.5
1995-08-04,"Friday",95,2.6213586542,NA,-14.13310264,-2.328424881,6.4295828401,259.53510338,77,69.75,82.875
1995-08-05,"Saturday",100,-1.644628099,NA,3.0052007031,-2.198441712,-5.049019537,-72.88641609,76.5,69.125,77.375
1995-08-06,"Sunday",90,-10.37355874,NA,10.348597379,-3.28262535,-12.64138995,-149.280055,78,68.875,69.75
1995-08-07,"Monday",104,3.4308365165,NA,0.3446416115,-2.175161599,-5.63856393,83.304182432,79.5,70.5,75.125
1995-08-08,"Tuesday",125,20.912947658,NA,6.007835893,0.1281932102,-4.107284241,153.27802768,79.5,71.75,76.75
1995-08-09,"Wednesday",113,12.403305785,NA,-16.44531321,-1.503242109,12.303150016,296.10477898,75,69,76.5
1995-08-10,"Thursday",107,1.401785191,NA,-5.121898921,-1.064625821,4.0476572245,24.179448101,80,70.875,70.5
1995-08-11,"Friday",109,18.918883502,NA,4.0977252162,-0.197540438,1.0222688736,45.003539588,82,72.75,66
1995-08-12,"Saturday",112,21.941184573,NA,19.494756707,0.2254887859,-2.983297014,-39.77108487,86.5,74.75,66.75
1995-08-13,"Sunday",125,14.252964569,NA,16.8074373,-0.814521201,-8.932860821,-201.443966,87,74.75,62.75
1995-08-14,"Monday",122,18.627410468,NA,8.5888382959,0.0581636493,-5.556073357,-157.5352267,87,72.125,64
1995-08-15,"Tuesday",140,-6.362552019,NA,4.3642814409,-1.758498528,-5.78820589,-62.1373592,78,72.75,81.625
1995-08-16,"Wednesday",104,8.6904958678,NA,-7.676240169,-2.709727235,6.5801194382,355.76456763,84,72.875,85.75
1995-08-17,"Thursday",112,-1.798898072,NA,3.1469287768,-1.93193784,3.1338286037,125.50108212,81.5,73.375,81.5
1995-08-18,"Friday",113,-2.76184573,NA,12.283366949,-2.644357009,-8.655611368,-18.70085956,81,71.875,75
1995-08-19,"Saturday",99,-1.600832353,NA,0.9616551305,-2.80653712,0.209034438,196.57175973,81,71.125,83.25
1995-08-20,"Sunday",93,-23.16460055,NA,3.001447662,-3.068436992,-14.17020784,-232.9191507,74,63.625,70.75
1995-08-21,"Monday",81,-4.201515152,NA,-1.186456528,-1.184272553,8.9441734594,60.969996182,75.5,60.25,53.75
1995-08-22,"Tuesday",104,-10.72590788,NA,-3.579670375,-2.235486778,-8.276527546,-180.7274153,74,53.625,51.75
1995-08-23,"Wednesday",134,11.300964187,NA,-3.3299612,2.0829198964,6.611138467,-29.66766704,74,62.875,59.375
1995-08-24,"Thursday",98,9.8145561724,NA,1.4598740074,-2.584677111,-1.414757466,-164.0875912,76,65.375,69.625
1995-08-25,"Friday",106,17.871463765,NA,8.9319861814,-1.791496652,-4.308504678,48.75863974,81,66,59.5
1995-08-26,"Saturday",110,37.825332919,NA,19.330507181,1.1929678443,3.3165594366,124.578285,80,65.5,61.5
1995-08-27,"Sunday",126,48.792041008,NA,19.848104439,-0.172062383,-7.019445664,147.64217834,77.5,70,77.625
1995-08-28,"Monday",102,22.23884079,NA,-7.684958804,-1.902900809,6.6223967492,206.12855381,76,69.875,76.125
1995-08-29,"Tuesday",102,11.692351098,NA,-3.890188159,-0.563495424,6.1986384747,231.33339806,80,68,70.75
1995-08-30,"Wednesday",106,50.162435992,NA,16.011384056,0.4691966563,3.8705718638,158.2010344,83,67,55.625
1995-08-31,"Thursday",111,13.019571806,NA,11.637649486,0.7043725415,-4.036483166,-106.9906457,79,57.125,53
1995-09-01,"Friday",104,-13.92029376,NA,-2.612784742,-1.204074955,-3.259399391,40.974950976,69.5,53.625,58.5
1995-09-02,"Saturday",125,-0.895288708,NA,-3.021879947,2.2699604507,2.9626333312,238.85043881,68.5,55.875,56.25
1995-09-03,"Sunday",104,-2.338035642,NA,11.406408358,3.0106706454,-1.446219125,49.778702793,72,55.625,54
1995-09-04,"Monday",94,24.178016777,NA,23.717193869,3.7180982902,9.1184961597,137.06311961,75,59,53.375
1995-09-05,"Tuesday",111,52.044198895,NA,6.0161433964,2.7228818494,24.3381908,398.80367601,76.5,61.125,52.125
1995-09-06,"Wednesday",110,29.720457031,NA,13.106167145,1.0927607177,8.5153443763,-160.8838778,74.5,59.875,66
1995-09-07,"Thursday",117,-14.29106589,NA,-6.425935045,-0.816060162,-9.26598481,-360.6459017,62,55.875,91
1995-09-08,"Friday",103,-27.76977496,NA,1.3343710257,-2.844964859,-14.11012211,-395.0287153,61,49.125,69.125
1995-09-09,"Saturday",106,-23.19685689,NA,-0.073473993,-2.270529179,-10.5573833,-345.7010513,58.5,46.375,62.125
1995-09-10,"Sunday",104,-27.20833614,NA,0.8137963459,-2.348855982,-15.61692638,-404.0342657,54.5,43.375,66.875
1995-09-11,"Monday",108,-8.738487064,NA,-6.040725679,0.8579415743,4.0394237156,190.07808461,59,46.375,56
1995-09-12,"Tuesday",102,21.200562324,NA,-6.432424341,3.5173616728,18.293322488,325.40478794,65.5,59.625,64.875
1995-09-13,"Wednesday",122,9.7625151597,NA,2.3185202159,-1.533697454,-1.130146606,-122.4678486,73,61.25,65.125
1995-09-14,"Thursday",125,-9.715149576,NA,-3.115687325,-2.344985067,-8.289654229,-179.9595899,66.5,54.5,76.125
1995-09-15,"Friday",94,-0.695147217,NA,-7.911967878,-0.47197499,-1.739690927,145.92015943,65.5,55.5,65.875
1995-09-16,"Saturday",104,4.2971802992,NA,3.4182177357,-0.792846641,-5.646297556,-219.3712004,73.5,65.25,75.875
1995-09-17,"Sunday",107,-28.70718232,NA,-5.738461638,-3.602498938,-18.39346816,-290.1789695,56.5,42.375,65.75
1995-09-18,"Monday",90,-5.708145167,NA,-13.74827289,1.0226173617,-2.347670442,151.24972162,56,48,66.125
1995-09-19,"Tuesday",118,-4.700107802,NA,-11.90330376,0.3675326521,0.0799071191,-112.7776241,61.5,57.625,87.75
1995-09-20,"Wednesday",112,-14.70663489,NA,-12.34036706,-2.888965741,-10.32927639,-67.40408074,55,48.375,88.5
1995-09-21,"Thursday",103,-24.22216514,NA,-10.94057236,-2.870937587,-9.099488459,-241.5134483,45.5,40.125,91.125
1995-09-22,"Friday",102,-22.69060773,NA,-14.57160652,-2.106656534,-7.005126572,-106.9304403,44,27.75,56.5
1995-09-23,"Saturday",95,-5.872138307,NA,-9.792321425,-0.850442573,-4.056955209,507.93123565,44,35.875,59.75
1995-09-24,"Sunday",128,-11.68052285,NA,-4.547760102,0.8249868993,-2.611386764,111.39431206,49.5,37.625,50.875
1995-09-25,"Monday",114,11.076313211,NA,-10.18844949,1.2968939297,12.717148116,272.29258674,56,43.75,66.25
1995-09-26,"Tuesday",116,23.053731824,NA,-8.545479811,1.4236340672,10.458544084,112.56429896,60,43.125,50
1995-09-27,"Wednesday",126,17.535470969,NA,-3.782266307,1.7861368096,13.481860355,298.21830443,67,48,52.25
1995-09-28,"Thursday",104,51.032242484,NA,-0.239816695,6.5167171109,23.666773635,600.09070725,67,46.875,43.875
1995-09-29,"Friday",109,36.074585635,NA,7.1351711684,4.5373694098,10.663807138,-34.20197524,68,49.375,40.625
1995-09-30,"Saturday",130,41.665866868,NA,25.240875871,0.8575661111,-11.67585089,-340.3117628,75,55.25,47
1995-10-01,"Sunday",112,0.9256092601,NA,3.3701496085,-1.149690533,-15.88467188,-354.986281,66.5,48.25,56.625
1995-10-02,"Monday",108,16.458715596,NA,-9.490540651,3.539275969,3.7527799946,152.74476446,64,54.5,74.75
1995-10-03,"Tuesday",111,-2.116507848,NA,-9.667956884,-0.171667624,9.1881408045,248.97289411,62,53.75,84.125
1995-10-04,"Wednesday",106,0.3200069272,NA,-8.095366839,-1.843783557,-1.677391422,10.556718363,58,50.375,73.875
1995-10-05,"Thursday",95,-13.14713957,NA,-5.066340557,-2.996688996,-10.02577191,-354.2223097,58,54.25,84.375
1995-10-06,"Friday",105,-8.829764033,NA,-16.66400479,-2.767048407,-8.547474665,-82.82279328,57.5,51.25,89.5
1995-10-07,"Saturday",122,-25.96226367,NA,-15.97523432,-3.445978325,-14.18267974,-355.714025,49.5,42.375,71.875
1995-10-08,"Sunday",98,-13.87145404,NA,-12.17959639,-0.223606638,-5.140646767,-41.59353934,52.5,46.875,74.25
1995-10-09,"Monday",96,2.5836270888,NA,-9.370097371,-0.304548087,6.3607279705,10.154632009,61.5,45.625,60.75
1995-10-10,"Tuesday",101,25.08839779,NA,-16.17553842,0.8880179561,11.475002732,868.01175733,57,44.375,62.875
1995-10-11,"Wednesday",99,50.478086974,NA,-10.34931341,2.3417524088,21.192695102,551.77014896,62.5,49.875,56.5
1995-10-12,"Thursday",118,23.535049553,NA,1.9179428889,2.5576441257,20.913335787,52.584119717,68.5,48.875,44
1995-10-13,"Friday",131,44.614805616,NA,6.8003379644,0.5312565828,7.392605418,-82.89104462,70,52.625,58.75
1995-10-14,"Saturday",115,-16.39648909,NA,-11.5948857,-2.101008605,-16.13644865,-319.7352388,48,36.375,65
1995-10-15,"Sunday",98,-26.38950276,NA,-8.741541005,-3.560048136,-9.651801556,-313.132862,46.5,29.75,53.5
1995-10-16,"Monday",116,-3.824619427,NA,-14.19576614,-0.990248257,5.3716789897,241.56622111,48,30.625,52
1995-10-17,"Tuesday",120,41.713776782,NA,-8.102468342,2.630277132,5.668250572,-62.42579861,59.5,44.125,40.25
1995-10-18,"Wednesday",113,-0.068673838,NA,-8.898362078,-1.704366867,-1.110836632,-93.77280752,58,47.125,73.75
1995-10-19,"Thursday",112,31.093990234,NA,2.0734169873,-1.263570911,0.0512501847,-126.9505665,64,51.75,79.125
1995-10-20,"Friday",105,-23.42914407,NA,-17.95313275,-3.675841522,-12.85882364,-101.9025745,44.5,39,91
1995-10-21,"Saturday",110,-25.41809435,NA,-16.91465268,-3.456431553,-13.43204869,-20.92957783,38.5,35.25,92.875
1995-10-22,"Sunday",102,-10.94640715,NA,-12.6936676,0.5881503436,-3.64423412,298.8748041,48,39,56.375
1995-10-23,"Monday",110,3.0257235542,NA,3.3304406941,-0.989864474,-4.337707225,-126.9269247,60,46.625,66.75
1995-10-24,"Tuesday",112,-18.5634217,NA,-11.30790348,-2.572392473,-10.07136788,48.947784573,42.5,34.75,81.125
1995-10-25,"Wednesday",93,9.0777620085,NA,-14.89384636,-0.548079443,2.785126393,395.35189722,46.5,33.25,45.875
1995-10-26,"Thursday",118,2.0068639671,NA,-14.86341098,0.9343395614,4.221624554,206.32601286,51.5,44.625,59.5
1995-10-27,"Friday",118,-16.06801644,NA,-10.12552169,-2.801031435,-8.521381899,-162.7494678,53,45.75,86.625
1995-10-28,"Saturday",94,-24.59116022,NA,-14.78515765,-2.849808468,-6.912294418,-275.9343556,45.5,40.75,86.125
1995-10-29,"Sunday",92,-24.57618649,NA,-12.0369042,-2.888413833,-10.95184063,-318.2618176,44,34.75,66.875
1995-10-30,"Monday",80,-21.28070183,NA,-12.65574364,-2.849056459,-7.064766841,-137.9463404,43,38.625,86.25
1995-10-31,"Tuesday",105,-22.61337794,NA,-15.81072374,-3.049243326,-9.886216247,-135.9568481,44.5,45.375,94.875
1995-11-01,"Wednesday",135,-8.687465153,NA,-15.38424906,-1.564621924,-1.445331051,147.68909839,55.5,59.25,93.375
1995-11-02,"Thursday",103,-25.22850457,NA,-15.046924,-2.343057661,-12.25904201,-109.7266903,44.5,27.875,76
1995-11-03,"Friday",100,-20.72159849,NA,-8.066311163,-1.459853809,-11.57938398,-59.45037357,30,19.25,64.375
1995-11-04,"Saturday",134,-24.62896413,NA,-9.3146923,-2.316551208,-7.54046266,-11.55565904,27.5,16.625,69.5
1995-11-05,"Sunday",120,-16.7242736,NA,-13.10743689,-0.060977038,-3.141471874,-42.6572364,28.5,28.625,80.125
1995-11-06,"Monday",133,-0.989765489,NA,-13.68422019,0.4618588142,-1.384964422,-32.08875579,40.5,39.5,85.625
1995-11-07,"Tuesday",130,-11.9859682,NA,-10.22891506,-2.420616254,-6.901856944,-173.5698162,38,19,55.375
1995-11-08,"Wednesday",126,-18.52459155,NA,-7.442045817,-2.485358935,-3.037859194,-79.59135461,26,11.375,57.375
1995-11-09,"Thursday",114,4.9634210215,NA,-13.81845195,1.8527303143,-0.92670074,107.96181623,32.5,27.125,52.125
1995-11-10,"Friday",102,-8.006589285,NA,-11.81663742,-2.043387851,-2.742697915,64.423636026,46.5,37.625,90.25
1995-11-11,"Saturday",126,-23.83402801,NA,-4.006060037,-3.536777549,-9.552924823,-147.3627957,26.5,11.375,67.875
1995-11-12,"Sunday",128,-19.37192711,NA,-13.63090468,-1.207457584,-1.493879485,184.17404937,22.5,20.125,75
1995-11-13,"Monday",95,-7.563535912,NA,-16.9102777,-0.835279923,9.0208660435,272.53166087,26,18.25,71.375
1995-11-14,"Tuesday",111,-2.908679271,NA,-13.90017002,0.1195118305,12.931429565,276.26397883,27,15.75,59.875
1995-11-15,"Wednesday",121,-9.907690878,NA,-13.2222387,0.3158070499,5.4654879818,-99.31537432,27,22.25,70.5
1995-11-16,"Thursday",140,-3.505161606,NA,-15.64472464,-0.492913257,5.5087372078,264.34346686,32.5,22.75,69.125
1995-11-17,"Friday",103,0.469935057,NA,-15.81642886,0.41186059,2.3678752852,429.16239054,34.5,32.5,83.875
1995-11-18,"Saturday",122,-7.139925152,NA,-17.54302782,-0.202613996,0.4793510793,-122.3778877,36.5,28.75,78.625
1995-11-19,"Sunday",115,-2.778929495,NA,-13.97079489,1.4513641947,-3.619945348,-93.71932271,39,38.5,79.625
1995-11-20,"Monday",120,6.7417380506,NA,-7.837818649,3.7526707579,-6.425703051,-113.755293,44.5,26,53.5
1995-11-21,"Tuesday",98,-10.65664757,NA,-6.217998844,-0.93954626,-3.909623266,-296.1573364,28.5,15.875,62.25
1995-11-22,"Wednesday",125,6.323622586,NA,-16.0540348,1.1361451715,3.8229407151,226.56405173,27.5,22.375,64.375
1995-11-23,"Thursday",134,-18.61884601,NA,-9.092905843,-1.687796267,-4.910037041,-276.0862219,27,9.625,52.25
1995-11-24,"Friday",113,-2.246371669,NA,-11.7123732,4.3633427962,5.3344007926,-51.34739393,24,11.375,40.5
1995-11-25,"Saturday",111,7.7645302178,NA,-13.21857395,3.1585688493,0.2342326603,370.11943606,40,27.375,70
1995-11-26,"Sunday",103,3.1104972376,NA,-15.8852944,1.8546446669,1.1914969074,68.888865686,43,31.375,67.75
1995-11-27,"Monday",132,-13.87845304,NA,-11.2372733,-2.46893461,0.1390636359,185.40272627,34.5,29.125,96.125
1995-11-28,"Tuesday",120,-14.23018846,NA,-11.50942067,-1.974063124,11.092065873,112.49860307,21,13.125,80.5
1995-11-29,"Wednesday",124,8.7652776935,NA,-16.48819302,4.3934533379,22.796387069,500.24841939,22,18.75,75.125
1995-11-30,"Thursday",124,-1.507531215,NA,-15.38409452,3.9010370642,4.2865016542,-23.67332854,36.5,30.875,53.875
1995-12-01,"Friday",120,-10.44454019,NA,-12.84956222,1.7404734095,-0.128387271,-208.169307,39,24.5,70.25
1995-12-02,"Saturday",123,-4.423969791,NA,-9.829288067,0.9295808105,0.4674208716,37.868636024,40.5,30.25,40.5
1995-12-03,"Sunday",138,-3.869464578,NA,-9.329712784,-0.768813419,-5.306509896,-298.676701,47,29.625,60.5
1995-12-04,"Monday",112,-16.33128474,NA,-6.470670408,-1.843317607,1.6380411211,37.818193567,36.5,29.75,68.25
1995-12-05,"Tuesday",111,-8.771151877,NA,-9.295905612,0.2566769238,-3.646022689,-258.9779288,35,5.125,36.125
1995-12-06,"Wednesday",113,-8.174869481,NA,-9.674111391,0.8825890964,-1.973858192,-185.3904429,28,8.125,44.5
1995-12-07,"Thursday",135,-7.685475696,NA,-10.0159067,-1.461480186,4.6434243653,21.326038871,25,4.75,46
1995-12-08,"Friday",137,-3.359116022,NA,-13.81438307,-0.137726803,7.5223252623,491.45151266,21.5,21,90.625
